DATE,NO2,TRANSITS,TEMPERATURE C,WIND km/h,RAIN
2023-03-24,46.0,144425.0,15.0,12,False
2023-03-27,64.0,131667.0,13.0,20,False
2023-03-28,74.0,142464.0,12.0,11,False
2023-03-29,67.0,146299.0,12.0,9,False
2023-03-30,59.0,149863.0,14.0,7,False
2023-03-31,63.0,158833.0,13.0,7,False
2023-04-03,43.0,133641.0,12.0,12,False
2023-04-04,71.0,145999.0,9.0,12,False
2023-04-05,44.0,147669.0,9.0,11,False
2023-04-06,61.0,131153.0,9.0,7,False
2023-04-07,71.0,105127.0,10.0,6,False
2023-04-11,34.0,114328.0,15.0,8,False
2023-04-12,74.0,137189.0,13.0,9,True
2023-04-13,47.0,142482.0,10.0,11,True
2023-04-14,41.0,148730.0,13.0,8,False
2023-04-17,37.0,149371.0,14.0,8,False
2023-04-18,72.0,162020.0,16.0,7,False
2023-04-19,63.0,167018.0,17.0,8,False
2023-04-20,66.0,152445.0,12.0,15,True
2023-04-21,38.0,155379.0,13.0,7,True
2023-04-26,24.0,135005.0,14.0,6,False
2023-04-27,56.0,145719.0,16.0,7,False
2023-04-28,55.0,141389.0,17.0,7,False
2023-05-02,23.0,137865.0,16.0,9,True
2023-05-03,47.0,145786.0,16.0,6,False
2023-05-04,32.0,154859.0,19.0,7,False
2023-05-05,51.0,152544.0,20.0,5,False
2023-05-08,32.0,138152.0,19.0,10,True
2023-05-09,52.0,151749.0,19.0,14,True
2023-05-10,34.0,146439.0,14.0,12,True
2023-05-11,40.0,154534.0,15.0,8,True
2023-05-12,34.0,149365.0,14.0,8,True
2023-05-15,24.0,136568.0,16.0,7,False
2023-05-16,51.0,148742.0,16.0,7,True
2023-05-17,49.0,149980.0,16.0,6,True
2023-05-18,49.0,153481.0,17.0,7,True
2023-05-19,52.0,146773.0,15.0,10,True
2023-05-22,45.0,137620.0,22.0,5,True
2023-05-23,50.0,148044.0,22.0,4,False
2023-05-24,70.0,147878.0,20.0,8,True
2023-05-25,54.0,153115.0,20.0,10,True
2023-05-26,42.0,153529.0,23.0,5,False
2023-05-29,27.0,140443.0,22.0,7,True
2023-05-30,44.0,150410.0,23.0,9,True
2023-05-31,53.0,148990.0,22.0,9,True
2023-06-01,42.0,137525.0,22.0,5,False
2023-06-05,22.0,134609.0,19.0,7,True
2023-06-06,44.0,149494.0,22.0,6,False
2023-06-07,37.0,149237.0,21.0,9,True
2023-06-08,51.0,156551.0,23.0,6,False
2023-06-09,44.0,146577.0,22.0,6,False
2023-06-12,27.0,131839.0,23.0,8,True
2023-06-13,32.0,141802.0,21.0,11,False
2023-06-14,38.0,138807.0,21.0,8,True
2023-06-15,54.0,149284.0,23.0,7,True
2023-06-16,35.0,141231.0,24.0,8,False
2023-06-19,34.0,134849.0,25.0,7,False
2023-06-20,30.0,147309.0,26.0,7,False
2023-06-21,64.0,149075.0,27.0,8,False
2023-06-22,48.0,148229.0,27.0,6,False
2023-06-23,64.0,130392.0,28.0,12,False
2023-06-26,33.0,131114.0,27.0,6,False
2023-06-27,56.0,147785.0,28.0,6,False
2023-06-28,43.0,148511.0,25.0,14,False
2023-06-29,29.0,148246.0,25.0,10,False
2023-06-30,38.0,126030.0,20.0,8,True
2023-07-03,46.0,124389.0,26.0,7,True
2023-07-04,32.0,136709.0,25.0,10,True
2023-07-05,33.0,138966.0,24.0,7,True
2023-07-06,49.0,137483.0,22.0,11,True
2023-07-07,38.0,129870.0,24.0,6,False
2023-07-10,33.0,123614.0,29.0,5,False
2023-07-11,52.0,137268.0,30.0,5,False
2023-07-12,58.0,140495.0,28.0,9,False
2023-07-13,44.0,139668.0,25.0,7,True
2023-07-14,37.0,123314.0,24.0,10,True
2023-07-17,28.0,123149.0,29.0,7,False
2023-07-18,22.0,137421.0,28.0,6,False
2023-07-19,30.0,137029.0,30.0,7,False
2023-07-20,25.0,135286.0,27.0,8,True
2023-07-21,40.0,117295.0,25.0,11,True
2023-07-24,26.0,115539.0,24.0,10,True
2023-07-25,34.0,133474.0,23.0,6,True
2023-07-26,42.0,135525.0,25.0,13,False
2023-07-27,52.0,134452.0,22.0,8,False
2023-07-28,41.0,116338.0,24.0,5,False
2023-07-31,38.0,103581.0,27.0,8,False
2023-08-01,38.0,105498.0,26.0,7,False
2023-08-02,40.0,103831.0,25.0,10,True
2023-08-03,28.0,99162.0,27.0,7,False
2023-08-04,28.0,83309.0,23.0,10,False
2023-08-07,32.0,62939.0,23.0,17,False
2023-08-08,35.0,63501.0,22.0,6,False
2023-08-09,39.0,61992.0,23.0,4,False
2023-08-10,42.0,58077.0,24.0,7,False
2023-08-11,34.0,55280.0,26.0,8,False
2023-08-21,19.0,53117.0,30.0,4,False
2023-08-22,39.0,57286.0,30.0,5,False
2023-08-23,41.0,58934.0,31.0,6,False
2023-08-24,60.0,60894.0,30.0,6,False
2023-08-25,45.0,63508.0,30.0,6,False
2023-08-28,25.0,81155.0,20.0,14,True
2023-08-29,34.0,97921.0,19.0,6,True
2023-08-31,43.0,106940.0,21.0,6,False
2023-09-01,39.0,111291.0,23.0,6,False
2023-09-04,60.0,124126.0,25.0,8,False
2023-09-05,55.0,135900.0,23.0,11,False
2023-09-06,42.0,137494.0,21.0,4,False
2023-09-07,49.0,140802.0,23.0,5,False
2023-09-08,60.0,135433.0,24.0,5,False
2023-09-11,61.0,134255.0,24.0,4,False
2023-09-12,61.0,146834.0,24.0,5,False
2023-09-13,68.0,148115.0,22.0,7,True
2023-09-14,58.0,152880.0,22.0,6,False
2023-09-15,45.0,145369.0,21.0,7,True
2023-09-18,24.0,147268.0,22.0,10,True
2023-09-19,37.0,156198.0,22.0,4,False
2023-09-20,58.0,160785.0,21.0,7,True
2023-09-21,54.0,161050.0,20.0,9,True
2023-09-22,40.0,155633.0,21.0,17,True
2023-09-25,72.0,140081.0,18.0,5,False
2023-09-26,57.0,148017.0,19.0,4,False
2023-09-27,66.0,151052.0,21.0,5,False
2023-09-28,73.0,153086.0,21.0,5,False
2023-09-29,85.0,148623.0,20.0,3,False
2023-10-02,80.0,137307.0,20.0,3,False
2023-10-03,97.0,147392.0,21.0,4,False
2023-10-04,67.0,150466.0,21.0,7,False
2023-10-05,40.0,155105.0,21.0,5,False
2023-10-06,49.0,150811.0,20.0,4,False
2023-10-09,57.0,146015.0,21.0,7,False
2023-10-10,44.0,146267.0,22.0,5,False
2023-10-11,55.0,151311.0,20.0,3,False
2023-10-12,65.0,154065.0,21.0,5,False
2023-10-13,54.0,149084.0,21.0,5,False
2023-10-16,38.0,138836.0,15.0,10,False
2023-10-17,37.0,146985.0,12.0,4,False
2023-10-18,54.0,146036.0,13.0,6,True
2023-10-19,46.0,145590.0,13.0,4,True
2023-10-20,36.0,147335.0,16.0,11,True
2023-10-23,54.0,134909.0,15.0,5,True
2023-10-24,53.0,137874.0,15.0,4,True
2023-10-25,42.0,146540.0,14.0,5,False
2023-10-26,46.0,150755.0,14.0,6,True
2023-10-27,41.0,146964.0,16.0,9,True
2023-10-30,25.0,120605.0,15.0,7,True
2023-10-31,39.0,138510.0,14.0,13,True
2023-11-02,46.0,116332.0,12.0,13,True
2023-11-03,33.0,125744.0,12.0,10,True
2023-11-06,48.0,132746.0,11.0,6,False
2023-11-07,64.0,145461.0,11.0,4,False
2023-11-08,57.0,148247.0,8.3,4,False
2023-11-09,64.0,144609.0,8.0,5,True
2023-11-10,58.0,158396.0,9.0,6,False
2023-11-13,49.0,132549.0,9.0,5,False
2023-11-14,71.0,140546.0,11.0,5,True
2023-11-15,55.0,145014.0,12.0,10,False
2023-11-16,64.0,150028.0,10.0,4,False
2023-11-17,59.0,144304.0,11.0,12,False
2023-11-20,73.0,132995.0,8.0,5,False
2023-11-21,62.0,143971.0,10.0,5,False
2023-11-22,61.0,145428.0,8.0,4,False
2023-11-23,75.0,150021.0,7.0,4,False
2023-11-24,66.0,151301.0,7.0,5,False
2023-11-27,66.0,134512.0,4.0,4,True
2023-11-29,64.0,144304.0,6.0,7,False
2023-11-30,95.0,142785.0,4.0,5,True
